학수번호,건물,강의실,시간,교과목,종류
HBA6058001,19,109,"화(4),수(5)(6)",체육교육과정,체육교육과
HFA6101001,15,113,화(1-2A)(2B-3),스포츠사회학,체육교육과
0002827001,21,101,목(5)(6),농구교수법,체육교육과
0003565001,20,208,금(4)(5),웨이트트레이닝,체육교육과
0003566001,15,113,목(7-8A)(8B-9),운동학습및심리,체육교육과
0006775001,20,105,월(9)(야1),표현활동교육,체육교육과
0011118001,ZC,102,화(9)(야1),야외스포츠1,체육교육과
HD06076001,21,101,수(8)(9),종합실기(2),체육교육과
0003705001,21,101,목(7)(8),핸드볼교수법,체육교육과
0004971001,19,109,"화(1-2A),금(1-2A)",체육교육현장세미나,체육교육과
0011119001,19,109,"월(5)(6),수(1)",체육교재연구및지도법,체육교육과
HD06078001,20,105,수(8)(9),종합실기(4),체육교육과
HFC6062001,19,109,"월(1-2A),화(2B-3)",운동처방,체육교육과
0005868001,15,113,월(2)(3)화(3),스포츠교육연구,체육교육과
0009511001,15,113,월(7)(8),체육수업 발표 및 토론,체육교육과
0011120001,21,207,월(5)(6),탁구교수법,체육교육과
HD06080001,ZC,103,수(8)(9),종합실기(6),체육교육과
0007801032,NC,103,목(8),자기설계세미나II,유아교육과
0007884001,NC,103,수(5B-6)화(4-5A),영유아발달과교육,유아교육과
0001305001,NC,103,화(7)(8)(9),아동미술,유아교육과
0009514001,NC,306,"화(2B-3),목(4-5A)",유아창의인성교육,유아교육과
0010104001,NC,306,"수(4-5A),목(5B-6)",유아교육사조고전세미나,유아교육과
0003568001,NC,103,월(7)(8),유아논리및논술에관한교육,유아교육과
0001313001,NC,103,목(4-5A)수(4-5A),유아문학교육,유아교육과
0002751001,NC,306,"화(4-5A),목(7-8A)",영유아프로그램개발과평가,유아교육과
0007885001,NC,103,수(4-5A)목(7-8A),아동권리와복지,유아교육과
0001319001,NC,103,월(1)(2)(3),유아언어교육,유아교육과
0007886001,NC,103,"목(1)(2),금(4)(5)",숲과인성교육,유아교육과
0001326001,NC,103,"화(2B-3),목(5B-6)",놀이지도,유아교육과
0001329001,NC,103,화(4)(5)(6),아동관찰및행동연구,유아교육과
0001335001,NC,103,"수(2)(3),금(1)(2)",보육실습,유아교육과
0001334001,NC,307,화(1)(2)(3),유아교사론,유아교육과
0001341001,NC,306,수(5B-6)화(5B-6),아동안전관리,유아교육과
0009062025,,,,RISE,역사교육과
0009062026,,,,RISE,역사교육과
0007801033,NC,206,목(7),자기설계세미나II,역사교육과
0003159001,NC,206,"월(8B-9),화(7-8A)",역사학개론,역사교육과
0003161001,NC,316,목(8)(9),문화유산의이해,역사교육과
0009803001,NC,206,"화(8B-9),목(5B-6)",동양사개론및지도법,역사교육과
0003583001,NC,206,"화(2B-3),목(2B-3)",한국사사료강독,역사교육과
0003589001,NC,206,"월(7-8A),화(5B-6)",한국근세사,역사교육과
0004860001,NC,206,"월(5B-6),목(8B-9)",서양근대사,역사교육과
0004197001,NC,206,수(1-2A)(2B-3),서양중세사,역사교육과
0003712001,NC,206,"월(2B-3),목(4-5A)",역사교과교재연구및지도법,역사교육과
0004833001,NC,206,"월(4-5A),수(4-5A)",역사교육현장세미나,역사교육과
0003709001,NC,206,금(2B-3)(4-5A),한국근대사,역사교육과
0003717001,NC,206,수(7-8A)월(5B-6),동아시아현대사,역사교육과
0006756001,NC,205,"화(5B-6),목(5B-6)",아메리카사,역사교육과
0003714001,NC,206,"화(1-2A),목(1-2A)",역사교과교육론,역사교육과
0003719001,NC,205,목(4-5A)화(4-5A),한국사특강,역사교육과
0003720001,NC,307,"월(2B-3),금(4-5A)",서양사특강,역사교육과
0007801034,NC,306,월(3),자기설계세미나II,윤리교육과
0003575001,NC,207,화(4-5A)목(4-5A),민주주의론,윤리교육과
CGA6077001,NC,305,월(4-5A)목(7-8A),서양윤리사상,윤리교육과
0003569001,NC,305,수(8B-9)목(5B-6),한국문화와윤리,윤리교육과
0003731001,NC,305,수(2)(3)(4),통일교육론,윤리교육과
CGA6143001,NC,305,"수(5B-6),목(5B-6)",응용윤리,윤리교육과
0010111001,NC,305,"월(8B-9),목(4-5A)",도덕성발달론,윤리교육과
0011123001,NC,305,"수(7-8A),목(7-8A)",불교도덕교육론,윤리교육과
0003722001,NC,207,화(5B-6)목(8B-9),도덕윤리수업및평가,윤리교육과
CGA6064001,NC,305,화(7-8A)(8B-9),한국윤리사상,윤리교육과
0003580001,NC,207,수(4-5A)월(7-8A),생명의료윤리,윤리교육과
0010112001,NC,206,수(5B-6)월(5B-6),국제문제와윤리,윤리교육과
0004967001,NC,305,"월(2B-3),화(2B-3)",도덕윤리논리및논술에관한교육,윤리교육과
0011126001,NC,305,화(4-5A)(5B-6),신유학교육론,윤리교육과
0006154051,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),도시행정학과
0002490001,28,406,"월(8B-9),화(8B-9)",행정학원론,도시행정학과
0011140001,28,406,"월(7-8A),수(7-8A)",도시계획이론과역사,도시행정학과
0001592001,28,406,"월(4-5A),수(4-5A)",도시계획론,도시행정학과
0001593001,28,406,금(4-5A)(5B-6),조직관리론,도시행정학과
0006823001,28,406,"화(4-5A),목(4-5A)",GIS와 공간분석,도시행정학과
0011131001,28,406,"월(2B-3),화(2B-3)",도시재난안전관리,도시행정학과
0001594001,28,406,금(1-2A)(2B-3),도시행정과행정법,도시행정학과
0010505001,28,405,"화(8B-9),목(8B-9)",도시데이터사이언스,도시행정학과
0001610001,28,406,"월(5B-6),화(5B-6)",지역발전이론과실제,도시행정학과
0001607001,28,405,수(7-8A)(8B-9),도시경제론,도시행정학과
0007812001,28,405,금(1-2A)(2B-3),도시행정 CAPSTONE DESIGN,도시행정학과
0011137001,28,406,금(7-8A)(8B-9),공공재정투자분석,도시행정학과
0011139001,28,406,목(7-8A)(8B-9),주택및부동산시장분석,도시행정학과
0007818001,28,405,"월(2B-3),수(2B-3)",부동산경제론,도시행정학과
0011143001,28,405,수(4-5A)(5B-6),주거복지,도시행정학과
0006154016,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),도시환경공학부
0006154017,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),도시환경공학부
0001283001,4,104,수(1)(2)(3),컴퓨터프로그래밍,도시환경공학부
0001283002,4,104,목(4)(5)(6),컴퓨터프로그래밍,도시환경공학부
0001283003,4,104,목(1)(2)(3),컴퓨터프로그래밍,도시환경공학부
0001283004,4,104,금(1)(2)(3),컴퓨터프로그래밍,도시환경공학부
0006154027,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),건축공학전공
0006154028,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),건축공학전공
0006154029,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),건축공학전공
0009062028,,,,RISE,건축공학전공
0001289001,4,105,금(1-2A)(2B-3),컴퓨터프로그래밍,건축공학전공
0005957001,28,603,"화(2B-3),목(7-8A)",건설관리,건축공학전공
EE06041001,28,603,"월(7-8A),수(5B-6)",건축재료역학,건축공학전공
0011147001,28,603,화(7-8A)(8B-9),스마트건축기술,건축공학전공
EPE6123001,28,607,수(1-2A)(2B-3),건축환경(2),건축공학전공
0008791001,28,603,목(4-5A)(5B-6),강구조1,건축공학전공
0008792001,28,607,"월(7)(8),수(0)",철근콘크리트구조2,건축공학전공
0011150001,28,603,월(2B-3)목(7-8A),건축데이터분석과활용,건축공학전공
EPE6025001,28,603,"월(5B-6),수(2B-3)",건축설비(2),건축공학전공
EPE6105001,9,113,수(4-5A)(5B-6)(7-8A)(8B-9),건축구조실험(2),건축공학전공
0001993001,28,608,목(1-2A)(2B-3)(4-5A)(5B-6),건축공학종합설계,건축공학전공
0001993002,28,607,목(1-2A)(2B-3)(4-5A)(5B-6),건축공학종합설계,건축공학전공
0001993003,28,508,목(1-2A)(2B-3)(4-5A)(5B-6),건축공학종합설계,건축공학전공
0001990001,28,404,월(7-8A)(8B-9),친환경건축설비(2),건축공학전공
0009062052,,,,RISE,도시건축학전공
0009062053,,,,RISE,도시건축학전공
0005953001,28,501,"화(2B-3),수(2B-3)",건축재료,도시건축학전공
0006669001,28,504,"월(1)(2)(3)(4),목(6)(7)(8)(9)",설계스튜디오2,도시건축학전공
0006669002,28,505,"월(1)(2)(3)(4),목(6)(7)(8)(9)",설계스튜디오2,도시건축학전공
0006669003,27,310,"월(1)(2)(3)(4),목(6)(7)(8)(9)",설계스튜디오2,도시건축학전공
0006669004,27,311,"월(1)(2)(3)(4),목(6)(7)(8)(9)",설계스튜디오2,도시건축학전공
0006669005,27,309,"월(1)(2)(3)(4),목(6)(7)(8)(9)",설계스튜디오2,도시건축학전공
0007827001,28,501,"수(7)(8),금(3)",공간계획의 이해,도시건축학전공
0005841001,28,501,금(7-8A)(8B-9),건축구조의 이해와 디자인,도시건축학전공
0008795001,27,306,화(7-8A)(8B-9),디지털건축1,도시건축학전공
0011156001,28,501,"화(5B-6),수(5B-6)",현대도시건축론,도시건축학전공
0006660001,28,404,"화(5),수(2)(3)",법과 제도,도시건축학전공
0005831001,28,404,금(1-2A)(2B-3),건축설비의 이해,도시건축학전공
0006639001,28,604,"월(1)(2)(3)(4),목(6)(7)(8)(9)",설계스튜디오4,도시건축학전공
0006639002,28,605,"월(1)(2)(3)(4),목(6)(7)(8)(9)",설계스튜디오4,도시건축학전공
0006639003,28,606,"월(1)(2)(3)(4),목(6)(7)(8)(9)",설계스튜디오4,도시건축학전공
0006639004,28,601,"월(1)(2)(3)(4),목(6)(7)(8)(9)",설계스튜디오4,도시건축학전공
0011153001,28,404,수(5)화(2)(3),주거및단지계획론,도시건축학전공
0011155001,28,501,화(7-8A)(8B-9),공간정보의이해와활용,도시건축학전공
0005843001,28,603,금(1-2A)(2B-3),건축시공과 건설관리,도시건축학전공
0006656001,28,506,"월(6)(7)(8)(9),수(6)(7)(8)(9)",설계스튜디오6,도시건축학전공
0006656002,27,308,"월(6)(7)(8)(9),수(6)(7)(8)(9)",설계스튜디오6,도시건축학전공
0006656003,27,307,"화(1)(2)(3)(4),금(6)(7)(8)(9)",설계스튜디오6,도시건축학전공
0011154001,28,501,월(2B-3)화(5B-6),현대도시계획의이론과사례,도시건축학전공
0006154030,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),도시공학과
0006154031,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),도시공학과
0006154052,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),도시공학과
XAA1359018,28,303,화(1)(2)(3),대학수학(2),도시공학과
0011506001,ZZ,200,화(7)(8)(9),GIS활용기초,도시공학과
0011507001,27,205,월(5)(6)(7),도시와환경,도시공학과
0006878001,ZZ,200,월(1)(2)(3)(4),CAD기초,도시공학과
0011163001,27,205,수(6)(7)(8)(9),도시구조역학1,도시공학과
0011508001,27,204,"월(8B-9),화(7-8A)",GIS활용응용,도시공학과
0008805001,27,205,"월(2B-3),수(2B-3)",도로계획및교통설계,도시공학과
0011168001,27,204,"월(4-5A),수(4-5A)",도시공간환경조사1,도시공학과
0011509001,27,205,화(2)(3)(4)(5),오픈스페이스계획스튜디오,도시공학과
0001483001,28,303,월(2B-3)(4-5A),도로교통안전공학,도시공학과
0011170001,28,304,목(4)(5)(6)(7)(8)(9),도시설계스튜디오2,도시공학과
0011172001,27,204,"화(4-5A),수(2B-3)",도시공간모델링및설계,도시공학과
0011511001,27,204,"화(2B-3),수(7-8A)",AutoCAD 3D,도시공학과
0011512001,28,303,월(7-8A)(8B-9),교통계획이론,도시공학과
0011513001,28,303,"화(7-8A),수(4-5A)",도시계획이론,도시공학과
0011177001,27,204,"월(5B-6),수(8B-9)",공간정보및메타버스,도시공학과
0011178001,28,304,"화(7-8A),수(7-8A)",도시사회학,도시공학과
0011514001,28,304,"화(5B-6),수(5B-6)",도시연구방법론,도시공학과
0011515001,28,304,월(7-8A)(8B-9),지능형교통체계및설계,도시공학과
XAA1077001,27,312,목(1-2A)(2B-3),물리(1),도시건축학부
XAA1077002,5,335,목(6)(7)(8),물리(1),도시건축학부
XAA1359012,5,309,"월(2B-3),화(5B-6)",대학수학(2),도시건축학부
XAA1359013,27,312,"월(2B-3),화(5B-6)",대학수학(2),도시건축학부
0002009001,27,306,수(7-8A)(8B-9),디지털건축표현,도시건축학부
0002009002,27,316,수(7-8A)(8B-9),디지털건축표현,도시건축학부
0002009003,27,316,월(7-8A)(8B-9),디지털건축표현,도시건축학부
0002009004,27,306,월(7-8A)(8B-9),디지털건축표현,도시건축학부
0009518001,28,503,수(1-2A)(2B-3)(4-5A)(5B-6),건축기초설계2,도시건축학부
0009518002,27,313,수(1-2A)(2B-3)(4-5A)(5B-6),건축기초설계2,도시건축학부
0009518003,27,314,수(1-2A)(2B-3)(4-5A)(5B-6),건축기초설계2,도시건축학부
0009518004,28,503,금(1-2A)(2B-3)(4-5A)(5B-6),건축기초설계2,도시건축학부
0009518005,27,313,금(1-2A)(2B-3)(4-5A)(5B-6),건축기초설계2,도시건축학부
0009518006,27,314,금(1-2A)(2B-3)(4-5A)(5B-6),건축기초설계2,도시건축학부
0002338001,28,404,"월(5B-6),화(7-8A)",건축일반구조,도시건축학부
0002338002,28,603,금(7-8A)(8B-9),건축일반구조,도시건축학부
0006154032,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),건설환경공학전공
0009062037,,,,RISE,건설환경공학전공
0006956001,28,102,금(7)(8),일반물리(2),건설환경공학전공
0011612001,8,337,월(5)(6),화학이론,건설환경공학전공
0011612002,8,337,월(7)(8),화학이론,건설환경공학전공
ED06023001,8,229,화(3)(4),물리실험(1),건설환경공학전공
ED06023002,8,229,화(5)(6),물리실험(1),건설환경공학전공
ED06023003,8,229,화(7)(8),물리실험(1),건설환경공학전공
ED06023004,8,229,목(7)(8),물리실험(1),건설환경공학전공
XAA1273001,8,119,수(2)(3),화학실험,건설환경공학전공
XAA1273002,8,119,수(5)(6),화학실험,건설환경공학전공
XAA1273003,8,119,수(7)(8),화학실험,건설환경공학전공
XAA1359028,28,102,월(2)(3)(4),대학수학(2),건설환경공학전공
XAA1359029,8,337,금(4)(5)(6),대학수학(2),건설환경공학전공
0007801035,8,229,화(9),자기설계세미나II,건설환경공학전공
0007801036,8,123,화(9),자기설계세미나II,건설환경공학전공
0007801037,8,220,화(9),자기설계세미나II,건설환경공학전공
0007801038,9,226,화(9),자기설계세미나II,건설환경공학전공
EPD6127001,8,337,목(7)(8)(9),고급미분방정식,건설환경공학전공
0006064001,8,127,수(6)(7),도시지공학실무(2),건설환경공학전공
0006064002,8,127,수(8)(9),도시지공학실무(2),건설환경공학전공
ED06030001,8,337,"수(2),목(3)(4)",수리학(2),건설환경공학전공
EPD6026001,9,126,금(2)(3),수리실험,건설환경공학전공
EPD6026002,9,126,금(5)(6),수리실험,건설환경공학전공
EPD6073001,28,102,"월(8)(9),수(4)",토질역학(1),건설환경공학전공
0011202001,28,102,화(3)(4)(5),첨단교통공학,건설환경공학전공
0011202002,28,102,화(7)(8)(9),첨단교통공학,건설환경공학전공
EPD6051001,8,434,"월(6)(7),화(6)",측량학(2),건설환경공학전공
EPD6089001,8,434,"월(2)(3),화(2)",재료역학,건설환경공학전공
EPD6014001,8,229,금(1)(2),구조실험,건설환경공학전공
EPD6014002,8,229,금(3)(4),구조실험,건설환경공학전공
EPD6018001,8,337,"월(1)(2),수(1)",구조역학(2),건설환경공학전공
0011200001,8,337,수(8)(9)화(9),건설공정관리학,건설환경공학전공
0011201001,8,434,목(2)(3)(4),첨단교통수요계획,건설환경공학전공
0011204001,8,337,화(2)(3)(4),철근콘크리트및설계2,건설환경공학전공
EPD6003001,8,434,수(4)(5)(6),강구조공학,건설환경공학전공
EPD6019001,28,102,"월(6)(7),수(3)",기초공학,건설환경공학전공
EPD6108001,8,434,"월(4)(5),화(5)",환경수리학,건설환경공학전공
EPD6126001,8,337,"월(3)(4),수(5)",캡스턴디자인,건설환경공학전공
EPD6126002,8,434,"월(8),수(7)(8)",캡스턴디자인,건설환경공학전공
0011196001,8,337,"화(5)(6),수(4)",스마트건설시공학,건설환경공학전공
0011205001,4,104,금(7)(8)(9),건설환경수치해석,건설환경공학전공
0011206001,8,337,화(7)(8)(9),스마트구조해석,건설환경공학전공
0011207001,8,434,수(1)(2)(3),공간영상정보공학,건설환경공학전공
0011208001,8,434,금(4)(5)(6),도시물관리,건설환경공학전공
0011209001,8,434,목(7)(8)(9),IT하천공학,건설환경공학전공
0011210001,8,123,목(2)(3)(4),친수해안공학,건설환경공학전공
0006154033,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),환경공학전공
0006154034,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),환경공학전공
0006154064,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),환경공학전공
0011614001,27,406,목(7)(8),기초화학및실험2,환경공학전공
0011615001,5,115,화(5)(6)월(2)(3),기초물리학및실험,환경공학전공
0011615002,5,109,화(5)(6)월(5)(6)28-302,기초물리학및실험,환경공학전공
XAA1359023,28,307,목(1)(2)(3),대학수학(2),환경공학전공
0001492001,28,307,"월(8B-9),수(7-8A)",환경공학개론,환경공학전공
0011223001,28,302,월(8B-9)수(5B-6),응용환경미생물학,환경공학전공
0011211001,28,307,"월(5B-6),수(2B-3)",지속가능한대기환경관리,환경공학전공
0011218001,28,307,"월(7-8A),수(8B-9)",기후변화와물순환에대한이해,환경공학전공
0011220001,28,302,목(4-5A)화(2B-3),자원순환과탄소중립,환경공학전공
0011221001,28,302,목(5B-6)화(5B-6),가스상오염물질제어,환경공학전공
0011219001,28,302,목(7-8A)화(1-2A),수질오염분석,환경공학전공
0003739001,4,104,화(1)(2)(4),환경모델링,환경공학전공
0006870001,28,302,화(7)(8)(9),환경공학캡스턴디자인,환경공학전공
0011213001,28,302,수(9)월(5)(6),환경오염물질관리,환경공학전공
0011217001,28,302,"월(7-8A),수(7-8A)",폐기물자원화,환경공학전공
0011225001,28,302,수(1)(2)(3),환경경제이해,환경공학전공
0011518001,28,307,월(1)(2)(3),생물학적수처리공정,환경공학전공
0006972001,28,302,화(1)(2)(3),환경법규및제도,환경공학전공
0011226001,27,406,목(4),대기오염측정분석학,환경공학전공
0011227001,28,418,월(1)(2)(3),통합환경관리,환경공학전공
0011228001,28,302,화(5),환경공학세미나2,환경공학전공
0011519001,28,418,"화(6),목(5)(6)",정수처리공학,환경공학전공
XAA1359033,31,108,수(6)(7)(8),대학수학(2),생명과학부
XAA1359034,31,107,수(6)(7)(8),대학수학(2),생명과학부
0006766001,31,107,"월(5B-6),수(4-5A)",생물학기초(2),생명과학부
0006766002,31,108,목(8B-9)화(2B-3),생물학기초(2),생명과학부
0006767001,31,217,금(2)(3),생물학기초실험(2),생명과학부
0006767002,31,220,금(7)(8),생물학기초실험(2),생명과학부
0006767003,31,217,월(7)(8),생물학기초실험(2),생명과학부
0006767004,31,217,목(7)(8),생물학기초실험(2),생명과학부
0007801039,31,108,월(9),자기설계세미나II,생명과학부
0007801040,31,220,월(9),자기설계세미나II,생명과학부
0007801041,31,107,월(9),자기설계세미나II,생명과학부
0007801042,31,217,월(9),자기설계세미나II,생명과학부
0010501001,31,107,"수(1-2A),목(2B-3)",생명같음과다름,생명과학부
0011520001,31,107,"화(4-5A),목(4-5A)",의생명과학개론,생명과학부
0001632001,31,108,목(5)(6)월(5)(6),분석화학및실험,생명과학부
0006154042,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),생명과학전공
0006154067,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),생명과학전공
BD06007001,31,107,"화(8B-9),목(8B-9)",동물생리학,생명과학전공
BD06017001,31,107,월(7-8A)수(7-8A),미생물학,생명과학전공
0006831001,31,220,목(1)(2)(3)(4),동물생리해부실험,생명과학전공
0010114001,31,109,"화(1-2A),수(1-2A)",생명과학을 위한 통계,생명과학전공
0001627001,31,107,"수(2B-3),목(1-2A)",생태학,생명과학전공
0001653001,31,108,월(5B-6)목(2B-3),유전공학,생명과학전공
0002600001,31,107,월(2B-3)화(5B-6),면역학,생명과학전공
BD06001001,31,108,"화(2)(3),수(1)",곤충학,생명과학전공
BD06059001,31,108,"월(7-8A),목(7-8A)",유전학,생명과학전공
0001660001,31,109,"화(5B-6),수(5B-6)",생물정보학,생명과학전공
0001668001,31,108,"화(1),수(2)(3)",보전생물학,생명과학전공
0007887001,31,107,목(7-8A)화(7-8A),질병매개체생물학,생명과학전공
0006154039,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),분자의생명전공
0006154040,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),분자의생명전공
0006154041,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),분자의생명전공
0001636002,31,107,화(2B-3)목(2B-3),분자생물학,분자의생명전공
0004292001,31,108,"월(2B-3),화(8B-9)",세포생물학,분자의생명전공
0006838001,31,217,수(6)(7)(8)(9),세포및분자생물학실험,분자의생명전공
0006838002,31,217,수(1)(2)(3)(4),세포및분자생물학실험,분자의생명전공
BKD6048001,31,109,목(5)(6)(7),유기화학,분자의생명전공
0001640001,12,103,"월(8B-9),금(8B-9)",바이러스학,분자의생명전공
0010115001,,,,생물정보학개론,분자의생명전공
0002600002,31,108,"수(4-5A),금(2B-3)",면역학,분자의생명전공
0007880001,31,107,"월(1-2A),화(1-2A)",분자질병학,분자의생명전공
0008812001,31,109,"화(8B-9),목(8B-9)",의약생명공학,분자의생명전공
0001653002,31,107,"화(5B-6),목(5B-6)",유전공학,분자의생명전공
0011180001,31,109,금(7)(8),기초의학응용실험,분자의생명전공
XAA1359014,29,505,화(5)(6)(7),대학수학(2),생명공학부
XAA1359015,29,210,화(5)(6)(7),대학수학(2),생명공학부
0001189001,29,403,수(5)(6),일반화학(2),생명공학부
0001189002,29,211,월(5)(6),일반화학(2),생명공학부
0001190001,29,210,수(2)(3),일반생물학(2),생명공학부
0001190002,29,403,수(2)(3),일반생물학(2),생명공학부
0001192002,5,504,목(1)(2),일반화학실험(2),생명공학부
0001192003,5,504,목(3)(4),일반화학실험(2),생명공학부
0001192004,5,504,목(5)(6),일반화학실험(2),생명공학부
0001193001,29,618,화(2)(3),일반생물학실험(2),생명공학부
0001193002,29,302,화(2)(3),일반생물학실험(2),생명공학부
0007801005,29,210,월(9),자기설계세미나II,생명공학부
0007801006,29,211,월(9),자기설계세미나II,생명공학부
0007801007,29,507,월(9),자기설계세미나II,생명공학부
0007801008,29,302,월(9),자기설계세미나II,생명공학부
0006154038,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),생명공학전공
