학수번호,건물,강의실,시간,교과목,종류
0006154001,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),국어국문학과
0009062012,15,503,월(야1-2A)(야2B-3),RISE,국어국문학과
0004890001,15,120,금(4-5A)(5B-6),문학과문화,국어국문학과
0004890002,15,503,금(7-8A)(8B-9),문학과문화,국어국문학과
0004894001,15,503,수(5B-6)(7-8A),한자와생활,국어국문학과
0004894002,15,503,목(2B-3)(4-5A),한자와생활,국어국문학과
0004905001,15,503,화(2B-3) 수(8B-9),한국어논리와표현,국어국문학과
0004905002,15,503,수(2B-3) 목(8B-9),한국어논리와표현,국어국문학과
0000540001,15,120,화(1-2A)(2B-3),1급한국어(1),국어국문학과
0000540002,15,503,화(7-8A) 목(7-8A),1급한국어(1),국어국문학과
0000542001,15,115,수(4-5A)(5B-6),2급한국어(1),국어국문학과
0000545001,15,115,월(1-2A)(2B-3),3급한국어(1),국어국문학과
0000545002,15,119,월(1-2A)(2B-3),3급한국어(1),국어국문학과
0000549001,15,120,목(4-5A)(5B-6),2급한국어연습(1),국어국문학과
0000550001,15,120,화(4-5A)(5B-6),1급한국어연습(1),국어국문학과
0000551001,15,115,수(1-2A)(2B-3),3급한국어연습(1),국어국문학과
0000551002,15,120,수(4-5A)(5B-6),3급한국어연습(1),국어국문학과
0004874001,15,119,월(8B-9) 수(8B-9),고전문학사,국어국문학과
0008651001,15,119,화(2B-3) 목(2B-3),한국어문법의이해,국어국문학과
0000534001,15,120,화(7-8A)(8B-9),5급한국어(1),국어국문학과
0000538001,15,120,금(7-8A)(8B-9),5급한국어연습(1),국어국문학과
0000546001,15,120,월(1-2A)(2B-3),4급한국어(1),국어국문학과
0000548001,15,120,수(1-2A)(2B-3),4급한국어연습(1),국어국문학과
0008650001,15,503,"화(8B-9),수(4-5A)",구술문학의이해,국어국문학과
0010494001,15,503,"화(5B-6),목(5B-6)",한국어교육의이해,국어국문학과
0010768001,15,503,금(4-5A)(5B-6),소설창작연습,국어국문학과
AIA6043001,15,119,월(7-8A) 목(7-8A),현대소설론,국어국문학과
0004872001,15,115,목(7-8A)(8B-9),한국어자료와한국어의역사,국어국문학과
0004876001,15,119,수(2B-3) 월 (1-2A),현대시인론,국어국문학과
0004912001,15,119,금(4-5A)(5B-6),한국어표현교육론,국어국문학과
0006412001,15,120,금(1-2A)(2B-3),한국어의 이해,국어국문학과
0006413001,15,115,금(4-5A)(5B-6),한국어 이해의 기초(1),국어국문학과
0006413002,15,115,수(7-8A)(8B-9),한국어 이해의 기초(1),국어국문학과
0006413003,15,119,금(1-2A)(2B-3),한국어 이해의 기초(1),국어국문학과
0006414001,15,115,금(1-2A)(2B-3),한국어 표현의 기초(1),국어국문학과
0006414002,15,115,금(7-8A)(8B-9),한국어 표현의 기초(1),국어국문학과
0006415001,15,120,수(7-8A)(8B-9),한국 언어문화 입문(1),국어국문학과
0008655001,15,119,목(4-5A)(5B-6),현대작가의이해,국어국문학과
0009347001,15,119,"화(7-8A),수(7-8A)",문학과문화콘텐츠,국어국문학과
0006417001,15,120,목(1-2A)(2B-3),한국어 표현의 심화(1),국어국문학과
0006763001,15,119,금(7-8A)(8B-9),저널리즘 글쓰기,국어국문학과
AIA6104001,15,503,금(1-2A)(2B-3),한국어학특강,국어국문학과
AIB6094001,15,403,월(1) 화(1),영어회화(2),영어영문학과
AIB6094002,15,403,수(1) 목(4),영어회화(2),영어영문학과
AIB6094003,15,116,월(1) 화(1),영어회화(2),영어영문학과
AIB6094004,15,116,수(1) 목(4),영어회화(2),영어영문학과
AIB6095001,15,116,월(4) 화(4),영작문(1),영어영문학과
AIB6095002,15,116,수(4) 목(6),영작문(1),영어영문학과
AIB6095003,15,405,월(3)(4),영작문(1),영어영문학과
AIB6095004,15,403,수(3)(4),영작문(1),영어영문학과
0006950001,15,116,수(7-8A) 금(7-8A),전공글쓰기,영어영문학과
AIB6092001,15,403,월(7-8A) 목(7-8A),영미문학의이해,영어영문학과
AIB6104001,ZZ,200,화(2B-3) 금(2B-3),실용영어(2),영어영문학과
AIB6013001,15,317,수(7) 월(7),영작문(3),영어영문학과
AIB6014001,15,116,목(1) 금(1),영어회화(4),영어영문학과
AIB6008001,15,116,화(4-5A) 금(7-8A),미국문학사,영어영문학과
AIB6008002,15,403,화(8B-9) 금(8B-9),미국문학사,영어영문학과
AIB6009001,15,403,월(5B-6) 목(5B-6),영어음성학,영어영문학과
0006948001,15,116,화(2B-3) 목(2B-3),근대영국소설,영어영문학과
0009409001,15,403,"화(5B-6),금(5B-6)",코퍼스영어학,영어영문학과
0009840001,15,403,"화(7-8A),수(5B-6)",고전문학세미나,영어영문학과
AIB6010001,15,116,"월(2B-3),수(2B-3)",영어구문론,영어영문학과
AIB6085001,15,317,"화(6), 목(1)",중급영어회화(2),영어영문학과
0000349001,15,116,"월(5B-6),목(5B-6)",영어교과교육론,영어영문학과
0004455001,15,403,"화(2B-3),목(4-5A)",셰익스피어,영어영문학과
0010774001,15,403,"월(2B-3),화(4-5A)",영어의역사,영어영문학과
0010774002,15,116,"화(7-8A),목(7-8A)",영어의역사,영어영문학과
0010775001,15,403,"월(4),수(7)(8)",문학비평이론과실습종합설계,영어영문학과
0010776001,15,116,월(7-8A) 목(2B-3),영어담화의이해,영어영문학과
0004285001,15,116,화(5B-6)금(4-5A),영미문학과 영화,영어영문학과
AIB6102001,15,403,금(2)(3),실무영어회화,영어영문학과
0009062015,,,,RISE,독어독문학과
0009062016,,,,RISE,독어독문학과
0009062017,,,,RISE,독어독문학과
0009364001,15,103,금(2)(3),초급독일어회화A1 2,독어독문학과
0009364002,15,103,금(5)(6),초급독일어회화A1 2,독어독문학과
0009365001,15,103,수(8)(9) 월(3)(4),초급독일어A1 2,독어독문학과
0009365002,15,103,수(6)(7) 월(7)(8),초급독일어A1 2,독어독문학과
AIE6002001,15,502,"월(5B-6),수(2B-3)",독일문학개론,독어독문학과
AIE6081001,15,502,"월(2),목(5)(6)",독일어권의문화예술,독어독문학과
0009366001,15,103,수(2)(3) 금(2)(3),중급독일어 A2 2,독어독문학과
0009366002,15,103,수(4)(5) 목(2)(3),중급독일어 A2 2,독어독문학과
0009367001,15,103,목(4)(5),중급독일어회화 A2 2,독어독문학과
0009367002,15,103,목(7)(8),중급독일어회화 A2 2,독어독문학과
0009357001,15,103,"월(5B-6),화(5B-6)",독어학개론,독어독문학과
AIE6054001,15,103,화(7-8A)금(5B-6),독일어권지역학,독어독문학과
AIE6068001,15,103,월(1-2A)(2B-3),독일문학과영화,독어독문학과
AIE6069001,15,113,수(7-8A)화(2B-3),독일문학사조연구,독어독문학과
0002700001,15,502,수(7-8A)(8B-9),지역학의이론과실제,독어독문학과
0009369001,15,306,"월(2B-3),수(2B-3)",독일시입문,독어독문학과
0009370001,15,306,화(2B-3)(4-5A),고급독일어회화 B1 2,독어독문학과
AIE6052001,15,502,화(6)(7)(8),통상독일어,독어독문학과
AIE6065001,15,103,월(4-5A)수(4-5A),그리스신화와유럽문화,독어독문학과
AIE6070001,15,502,목(7-8A)(8B-9),독일의공연예술,독어독문학과
0002703001,15,103,"화(2B-3),목(2B-3)",번역실습,독어독문학과
0010782001,15,103,월(7-8A)화(7-8A),학술독일어,독어독문학과
0007801001,15,501,화(9),자기설계세미나II,불어불문학과
0007801002,15,101,화(9),자기설계세미나II,불어불문학과
0007801003,15,306,화(9),자기설계세미나II,불어불문학과
AIF6143001,15,101,금(7)(8)월(2)(3),기초프랑스어(2),불어불문학과
AIF6143002,15,101,금(5)(6)화(3)(4),기초프랑스어(2),불어불문학과
0007835001,15,501,"월(7-8A),목(4-5A)",프랑스 명저의 이해 2,불어불문학과
AIF6145001,15,101,화(5B-6)목(2B-3),기초프랑스어회화(2),불어불문학과
AIF6145002,15,101,금(2B-3)월(5B-6),기초프랑스어회화(2),불어불문학과
AIF6154001,15,101,"월(4-5A),수(4-5A)",프랑스문학입문,불어불문학과
0007868001,15,101,월(5B-6)금(2B-3),프랑스어문법과 작문2,불어불문학과
0007872001,15,501,화(5B-6)(7-8A),프랑스문학강독2,불어불문학과
AIF6014001,15,101,수(5B-6)금(5B-6),프랑스어회화(2),불어불문학과
AIF6014002,15,101,수(2B-3)금(7-8A),프랑스어회화(2),불어불문학과
0004927001,15,306,금(4-5A)(5B-6),프랑스어의구조와의미,불어불문학과
0007839001,15,101,"월(1),수(7)(8)",지역문화인프라연구,불어불문학과
0007860001,15,501,"월(4-5A),수(5B-6)",프랑스 시의 이해,불어불문학과
0007869001,15,101,화(2B-3)목(4-5A),고급프랑스어회화,불어불문학과
AIF6053001,15,501,목(5B-6)(7-8A),유럽지역학,불어불문학과
0007871001,15,306,"화(5B-6),목(2B-3)",프랑스문학탐구,불어불문학과
0009381001,15,306,월(5B-6)(7-8A),프랑스의공연예술,불어불문학과
0009062001,,,,RISE,일본지역문화학과
0007801021,15,401,수(9),자기설계세미나II,일본지역문화학과
0007801022,15,323,수(9),자기설계세미나II,일본지역문화학과
0007801023,15,317,수(9),자기설계세미나II,일본지역문화학과
AIC6040001,15,401,"월(2)(3),금(6)",일본어입문(2),일본지역문화학과
AIC6040002,15,401,"월(4)(5),금(7)",일본어입문(2),일본지역문화학과
0006877001,15,401,"화(2B-3),목(7-8A)",일본지역학입문,일본지역문화학과
0000365001,15,401,"화(7-8A),목(5B-6)",일본전근대사,일본지역문화학과
0006037001,15,323,수(4-5A)(5B-6),일본서브컬쳐의이해,일본지역문화학과
0010046001,15,401,"월(6)(7),화(1)",일본현지조사실습1,일본지역문화학과
0010610001,15,323,화(6)월(8)(9),기초일본어회화2,일본지역문화학과
0010610002,15,323,수(7)(8)금(3),기초일본어회화2,일본지역문화학과
0010611001,15,323,수(2B-3)목(2B-3),일본문자문화의이해,일본지역문화학과
0010615001,15,401,"화(6),금(4)(5)",아카데믹일본어2,일본지역문화학과
0010612001,15,323,목(7-8A)(8B-9),일본문학비평,일본지역문화학과
0001389001,15,317,월(5B-6)목(4-5A),현대일본사회의이해,일본지역문화학과
0010613001,15,323,월(2B-3)수(2B-3),일본도시의이해,일본지역문화학과
AIC6048001,15,317,수(4)(5)금(2),실천일본어회화(2),일본지역문화학과
AIC6048002,15,323,화(3)(4)(5),실천일본어회화(2),일본지역문화학과
0010044001,15,323,"월(4-5A),화(7-8A)",현대일본문화론,일본지역문화학과
0005980001,15,317,목(5B-6)(7-8A),일본어어원의이해,일본지역문화학과
AIC6055001,15,323,월(6)(7)화(5),응용일본어회화(2),일본지역문화학과
0007326001,15,401,수(5)(6)(7),일본지역학캡스톤디자인,일본지역문화학과
AIC6063001,15,317,화(7-8A)(8B-9),일본어통번역연습,일본지역문화학과
0009062004,,,,RISE,중어중국학과
0009062005,,,,RISE,중어중국학과
AID6001001,15,322,"화(2B-3),수(5B-6)",중국학입문,중어중국학과
AID6001002,15,322,"수(2B-3),금(5B-6)",중국학입문,중어중국학과
0004152001,15,322,"화(5B-6),금(7-8A)",중국문화의이해,중어중국학과
AID6434001,15,317,월(1)(2)화(8)(9)금(3)(4),기초중국어2,중어중국학과
AID6434002,15,317,월(3)(4)수(8)(9)금(1)(2),기초중국어2,중어중국학과
AID6406001,15,402,"월(6)(7),화(8)(9)",집중중국어실습(2),중어중국학과
AID6406002,15,402,"화(5)(6),수(8)(9)",집중중국어실습(2),중어중국학과
AID6407001,15,402,"월(4)(5),목(2)(3)",중국어듣기와말하기(2),중어중국학과
AID6407002,15,402,"화(2)(3),목(4)(5)",중국어듣기와말하기(2),중어중국학과
0008662001,15,402,"월(2B-3),수(1-2A)",중국학명저선독,중어중국학과
0010048001,15,402,금(7)(8)(9),현대중국경제의이해,중어중국학과
AID6005001,15,402,"수(2B-3),목(7-8A)",중국고전의이해,중어중국학과
0008663001,15,402,"월(8B-9),금(5B-6)",중국언어문화의이해,중어중국학과
AID6203001,15,322,목(2B-3)수(5B-6),중국근현대사상,중어중국학과
AID6414001,15,322,"월(6)(7),목(7)(8)",집중중국어실습(3),중어중국학과
AID6417001,15,322,"목(4-5A),금(8B-9)",중국대중문화론,중어중국학과
0004830001,15,322,"월(4-5A),목(5B-6)",중국근현대인물탐구,중어중국학과
0010788001,15,322,월(2B-3)수(4-5A),한중문화와비즈니스종합설계,중어중국학과
0006154043,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),수학과
XAA1359001,5,103,"화(2B-3),목(5B-6)",대학수학(2),수학과
0002318001,5,309,"수(5B-6),금(2B-3)",선형대수학(2),수학과
BKA6049001,5,104,"수(7-8A),목(2B-3)",집합론,수학과
0010795001,5,309,"월(5B-6),목(2B-3)",수리통계학,수학과
BG06044001,5,309,"화(7-8A),수(8B-9)",위상수학,수학과
BKA6008001,5,309,"월(7-8A),금(5B-6)",해석학(2),수학과
0003603001,5,102,"화(5B-6),수(7-8A)",벡터해석학,수학과
0010796001,5,102,"월(2B-3),수(5B-6)",유한군의표현과이해,수학과
0010797001,5,102,수(2B-3)월(2B-3),대수적정수론,수학과
0011420001,5,103,"월(5B-6),목(2B-3)",복소함수론2,수학과
BIA6016001,5,102,"화(7-8A),목(5B-6)",미분기하학(2),수학과
BKA6017001,5,104,"월(7-8A),수(5B-6)",수치해석학,수학과
0010799001,5,102,"월(5B-6),화(2B-3)",소수정리,수학과
0010800001,5,108,"화(5B-6),수(7-8A)",푸리에해석학,수학과
0009062055,,,,RISE,물리학과
0009062056,,,,RISE,물리학과
0009062058,,,,RISE,물리학과
0009062059,,,,RISE,물리학과
XAA1359002,5,325,목(1)(2)(3),대학수학(2),물리학과
0001188001,5,325,"월(7-8A),수(2B-3)",일반물리학(2),물리학과
0001191001,5,109,수(6)(7),일반물리학실험(2),물리학과
0001191002,5,112,수(6)(7),일반물리학실험(2),물리학과
0001191003,5,115,수(6)(7),일반물리학실험(2),물리학과
0002422001,31,217,목(5)(6),일반생물학실험(1),물리학과
0002422002,31,220,금(2)(3),일반생물학실험(1),물리학과
0002422003,31,217,금(7)(8),일반생물학실험(1),물리학과
0002422004,31,220,금(5)(6),일반생물학실험(1),물리학과
BK06002001,5,507,화(1)(2),일반화학(2),물리학과
0010807001,5,325,"월(8B-9),수(8B-9)",기초수리물리,물리학과
BKB6009001,5,523,수(6)(7),현대물리학실험,물리학과
BKB6009002,5,523,수(8)(9),현대물리학실험,물리학과
BKB6010001,5,325,"월(2B-3),화(5B-6)",일반역학(2),물리학과
BKB6013001,5,335,"화(2B-3),목(2B-3)",전자기학(1),물리학과
BKB6011001,5,326,수(2B-3)월(7-8A),현대물리학(2),물리학과
BKB6012001,5,326,목(1-2A)화(1-2A),수리물리학(2),물리학과
BKB6037001,5,326,"월(5)(6),목(9)",나노과학개론,물리학과
0010808001,5,522,목(5)(6),계측실험2,물리학과
BKB6020001,5,325,"화(2B-3),수(1-2A)",전자기학(2),물리학과
BKB6021001,5,325,"화(7-8A),금(5B-6)",양자역학(2),물리학과
0010809001,5,326,"수(6)(7),금(7)(8)",물리응용캡스톤디자인,물리학과
0010810001,5,326,"수(8B-9),목(7-8A)",반도체소자및물성,물리학과
BKB6008001,5,325,"월(5B-6),화(1-2A)",광학(1),물리학과
BKB6016001,5,326,"월(2B-3),금(2B-3)",열및통계물리학(2),물리학과
BKB6019001,5,520,화(5)(6),광학실험,물리학과
0010811001,5,326,화(8B-9)월(5B-6),첨단반도체개론,물리학과
0010812001,5,326,"화(1-2A),수(1-2A)",첨단응집물질물리,물리학과
BKB6029001,5,325,목(8B-9)화(7-8A),고체물리학(2),물리학과
BKB6040001,5,325,"수(7-8A),목(7-8A)",광전소자학,물리학과
0009062043,,,,RISE,화학과
XAA1359019,5,507,목(1)(2)(3),대학수학(2),화학과
0001189004,5,507,"수(2B-3),금(1-2A)",일반화학(2),화학과
0001192008,5,504,월(8)(9),일반화학실험(2),화학과
0001192009,5,504,수(5)(6),일반화학실험(2),화학과
0001192010,5,504,금(5)(6),일반화학실험(2),화학과
BC06082001,5,335,월(2)(3),일반물리학(2),화학과
XAA1176001,5,507,목(7)(8),일반생물학(2),화학과
BKC6005001,5,335,금(2B-3)월(2B-3),유기화학(2),화학과
BKC6006001,5,507,"월(5B-6),수(7-8A)",물리화학(2),화학과
BKC6007001,5,508,화(1)(2)(3)(4),유기화학실험,화학과
BKC6007002,5,508,수(1)(2)(3)(4),유기화학실험,화학과
0003745001,5,511,"화(5B-6),금(5B-6)",화학전산,화학과
0009388001,5,506,화(7-8A)월(8B-9),기기분석(1),화학과
BKC6028001,5,508,수(6)(7)(8)(9),무기화학실험,화학과
BKC6028002,5,508,금(1)(2)(3)(4),무기화학실험,화학과
0009389001,5,506,월(7-8A)화(5B-6),기기분석(2),화학과
BKC6015001,5,506,"월(2B-3),수(2B-3)",무기화학(2),화학과
BKC6018001,5,506,"월(5B-6),목(2B-3)",유기화학특강,화학과
BKC6020001,5,506,월(8B-9)수(1-2A),생화학(2),화학과
BKC6021001,5,407,화(7)목(7)(8),고분자화학,화학과
BKC6022001,5,506,화(2B-3)목(5B-6),광화학,화학과
0010460001,5,407,수(1-2A)월(1-2A),에너지화학특론,화학과
0010816001,5,506,목(1)화(8)(9),화학캡스톤디자인2,화학과
0009062010,5,421,"화(5B-6),금(4-5A)",RISE,패션산업학과
0007801024,5,329,화(4),자기설계세미나II,패션산업학과
0007801025,5,421,월(6),자기설계세미나II,패션산업학과
0010823001,5,329,"월(3)(4),수(1)(2)",인체와패턴디자인기초,패션산업학과
0010823002,5,329,"화(6)(7),수(3)(4)",인체와패턴디자인기초,패션산업학과
0006035001,5,420,"목(4-5A),금(2B-3)",어패럴소재성능,패션산업학과
0008673001,5,344,"월(3)(4),수(1)(2)",디지털패션디자인,패션산업학과
0008673002,5,344,"화(6)(7),수(3)(4)",디지털패션디자인,패션산업학과
0010824001,5,420,수(5B-6)(7-8A),패션마케팅전략,패션산업학과
0006023001,5,420,"화(4-5A),수(1-2A)",패션리테일링,패션산업학과
0006034001,5,321,"월(3)(4),목(6)(7)",패션디자인이해,패션산업학과
0006034002,5,321,"월(8)(9),목(3)(4)",패션디자인이해,패션산업학과
0008674001,5,329,"월(6)(7),목(8)(9)",기초한복설계,패션산업학과
0010825001,5,329,금(1)(2)(3)(4),3D패턴디자인,패션산업학과
0011426001,5,344,"목(1)(2),금(6)(7)",디지털패션프랙티스,패션산업학과
0011426002,5,344,"목(3)(4),금(8)(9)",디지털패션프랙티스,패션산업학과
0008676001,5,344,화(1)(2)(3)(4),테크니컬디자인,패션산업학과
0010454001,5,420,화(6)(7)(8)(9),캡스톤디자인패션기획,패션산업학과
0010827001,5,329,"월(1)(2),목(6)(7)",패션디자인스튜디오II,패션산업학과
BF06002001,5,420,"월(4-5A),목(2B-3)",동양복식사,패션산업학과
BLB6021001,5,421,"수(5B-6),목(1-2A)",가공과신소재,패션산업학과
0010828001,5,344,"월(6)(7),수(6)(7)",디지털패턴CAD,패션산업학과
0006398001,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-2),해양학과
XAA1359017,5,527,월(1)(2)(3),대학수학(2),해양학과
0001189003,5,527,화(5)(6),일반화학(2),해양학과
0001190003,5,527,월(4)(5),일반생물학(2),해양학과
0001192005,5,504,화(1)(2),일반화학실험(2),해양학과
0001192006,5,504,화(3)(4),일반화학실험(2),해양학과
0001193003,5,432,수(1)(2),일반생물학실험(2),해양학과
0001193004,5,432,수(3)(4),일반생물학실험(2),해양학과
TEA1313001,5,527,"화(7-8A),수(5B-6)",해양학개론,해양학과
0006865001,5,336,목(6)(7)(8)(9),해양생태학및실험,해양학과
0005965001,5,432,화(8)(9)월(7)(8),선상연구및실습,해양학과
0011432001,5,336,월(1)(2) 화(3)(4),해양어류학및실험,해양학과
0010052001,5,432,목(3)(4)수(3)(4),동물플랑크톤 및 실험,해양학과
0011430001,4,105,금(7-8A)(5B-6),물리해양학1,해양학과
0011431001,5,527,금(1-2A)(2B-3),지질해양학2,해양학과
0010830001,5,527,"수(1-2A),목(1-2A)",해양미생물생태,해양학과
0005966001,5,336,"월(4-5A),화(5B-6)",해양물질순환론,해양학과
0006095001,5,336,화(2)(3) 수(8)(9),해양오염론및실험,해양학과
0009392001,5,432,"월(0),화(0),수(0),목(0)",캡스톤디자인1,해양학과
0010831001,5,527,목(7)(8),해양산업이슈세미나2,해양학과
CGA6115001,13,208,"화(2B-3),목(4-5A)",인간행동과사회환경,사회복지학과
0010059001,13,106,금(2)(3)(4),사회복지역사,사회복지학과
0010060001,13,106,월(7-8A)(8B-9),사회복지와문화다양성,사회복지학과
CGB6011001,13,208,"월(2)(3),수(1)",지역사회복지론,사회복지학과
CGB6017001,13,208,수(8B-9),사회복지실천기술론,사회복지학과
CGB6001001,13,106,"화(7-8A),수(7-8A)",사회복지윤리와철학,사회복지학과
CGB6010001,13,106,금(5B-6)(7-8A),사회보장론,사회복지학과
CGB6018001,13,106,"월(4),수(2)(3)",노인복지론,사회복지학과
CGB6020001,13,209,월(7-8A)(8B-9),사회복지자료분석론,사회복지학과
CGB6032001,13,106,목(4-5A)(5B-6),의료사회복지론,사회복지학과
CGB6022001,13,208,"월(5B-6),수(2B-3)",사회복지정책론,사회복지학과
CGB6024001,13,206,"목(2B-3),금(2B-3)",사회복지현장실습,사회복지학과
CGB6024002,13,102,"목(2B-3),금(2B-3)",사회복지현장실습,사회복지학과
0001411001,13,206,월(7-8A)(8B-9),학교사회복지론,사회복지학과
0010062001,13,106,목(7-8A)(8B-9),가족상담및가족치료,사회복지학과
0010833001,13,106,"월(2)(3),수(6)",사회복지와사회적경제,사회복지학과
CGB6039001,13,206,수(7-8A)(8B-9),가족정책론,사회복지학과
CGB6040001,13,106,화(4-5A)(5B-6),사례관리론,사회복지학과
0006154035,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),미디어커뮤니케이션학과
0008700001,13,206,"화(5B-6),목(5B-6)",미디어입문,미디어커뮤니케이션학과
0008700002,13,206,"화(2B-3),수(2B-3)",미디어입문,미디어커뮤니케이션학과
0010065001,13,308,수(7)(8)(9),영상제작실습심화,미디어커뮤니케이션학과
0010065002,13,308,목(1)(2)(3),영상제작실습심화,미디어커뮤니케이션학과
0008695001,13,101,"월(5B-6),목(5B-6)",글로벌PR,미디어커뮤니케이션학과
0008713001,13,101,"화(7-8A),수(7-8A)",영상리터러시,미디어커뮤니케이션학과
0008721001,13,101,화(1)(2)(3),스마트시대의문화예술PR론,미디어커뮤니케이션학과
0010839001,13,101,"월(4-5A),목(4-5A)",헬스커뮤니케이션의이해,미디어커뮤니케이션학과
CFD6096001,13,305,금(6)(7)(8),디지털영상제작(2),미디어커뮤니케이션학과
CFD6106001,13,101,"화(5B-6),목(2B-3)",방송저널리즘,미디어커뮤니케이션학과
0008704001,13,103,"화(2B-3),수(2B-3)",디지털콘텐츠와스토리텔링,미디어커뮤니케이션학과
0008712001,13,103,"목(5)(6),금(0)",디지털미디어윤리,미디어커뮤니케이션학과
0008716001,13,305,"월(7-8A),목(7-8A)",소셜미디어와전략커뮤니케이션,미디어커뮤니케이션학과
0009394001,13,209,월(1)(2)(3),빅데이터와전략커뮤니케이션기획,미디어커뮤니케이션학과
0008696001,13,103,목(2)(3)(4),스페셜토픽2,미디어커뮤니케이션학과
0008696002,13,101,"수(4-5A),목(7-8A)",스페셜토픽2,미디어커뮤니케이션학과
0008719001,13,305,"월(0),목(5)(6)",전략커뮤니케이션캡스톤디자인,미디어커뮤니케이션학과
0008720001,13,305,"화(5B-6),수(5B-6)",문화트렌드질적조사실습,미디어커뮤니케이션학과
CFD6103001,13,305,"화(2)(3),목(0)",인터넷저널리즘실습,미디어커뮤니케이션학과
0001671001,13,107,"월(2B-3),목(7-8A)",정보학개론,문헌정보학과
0009396001,13,107,"화(5B-6),목(4-5A)",도서관정보기술론,문헌정보학과
0010847001,29,209,"화(7-8A),수(2B-3)",데이터리터러시,문헌정보학과
0001680001,13,102,화(2B-3)목(5B-6),도서관정보센터경영,문헌정보학과
0002820001,13,103,월(7-8A)화(7-8A),전자출판론,문헌정보학과
0009397001,13,209,월(4-5A)목(2B-3),데이터베이스 입문,문헌정보학과
0010851001,29,209,화(4-5A)(5B-6),자료조직실습,문헌정보학과
0001696001,13,107,"수(2B-3),목(2B-3)",장서관리,문헌정보학과
0010849001,13,101,월(2B-3)목(5B-6),디지털도서관,문헌정보학과
0010850001,13,107,"화(2B-3),수(5B-6)",정보서비스론,문헌정보학과
0001695001,13,102,월(6)(7)(8),주제별정보원,문헌정보학과
0002822001,13,102,화(5B-6)월(4-5A),출판문화사,문헌정보학과
0001707001,13,102,월(2B-3)(4-5A),문헌정보학연구방법론,문헌정보학과
0001708001,13,102,화(7)(8)(9),문헌정보학특강,문헌정보학과
0006154068,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),창의인재개발학과
0001201001,13,208,"화(6)(7),목(6)",창의성의이해,창의인재개발학과
0001203001,13,205,"월(7-8A),목(7-8A)",테크놀로지와 HRD,창의인재개발학과
0001719001,13,205,금(1-2A)(2B-3),기업교육론,창의인재개발학과
0001725001,13,304,"화(2)(3),수(2)",성격심리학,창의인재개발학과
0006791001,13,205,수(7-8A)(8B-9),기업경영과 HRD,창의인재개발학과
0010597001,13,205,"화(8B-9),목(8B-9)",직업세계와노동시장,창의인재개발학과
0006790001,13,208,"화(8)(9),목(0)",역량모델링과 교육체계수립,창의인재개발학과
0001728001,13,101,금(6)(7)(8),기업교육프로그램개발론,창의인재개발학과
0007824001,13,304,"수(5B-6),목(2B-3)",기업상담,창의인재개발학과
0009399001,13,205,"월(0A-0),화(5B-6)",통계기반요구분석,창의인재개발학과
0004976001,13,208,"월(7-8A),수(7-8A)",웹기반 기업교육 동향과 이슈,창의인재개발학과
0001739001,13,205,금(5)(6)(7),교육과리더십,창의인재개발학과
0006832001,13,205,"월(8B-9),화(2B-3)",조직개발 및 변화관리,창의인재개발학과
0010562001,13,103,"화(5B-6),목(7-8A)",이상심리학,창의인재개발학과
0010598001,13,104,금(5)(6)(7),빅데이터를활용한인적자원개발정책,창의인재개발학과
0010854001,13,101,금(1)(2)(3),HRD컨설팅,창의인재개발학과
0006154063,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),행정학과
