호관,호관명,건물코드,층수,호수,강의실명
14,경영&동북아국제통상물류학부,SO,3,313,교수연구실
14,경영&동북아국제통상물류학부,SO,3,314,교수연구실
14,경영&동북아국제통상물류학부,SO,3,315,교수연구실
14,경영&동북아국제통상물류학부,SO,3,316,교수연구실
14,경영&동북아국제통상물류학부,SO,3,317,교수연구실
14,경영&동북아국제통상물류학부,SO,3,318,교수연구실
14,경영&동북아국제통상물류학부,SO,3,319,교수연구실
14,경영&동북아국제통상물류학부,SO,3,320,교수연구실
14,경영&동북아국제통상물류학부,SO,3,321,세미나실
14,경영&동북아국제통상물류학부,SO,3,322,강사대기실
14,경영&동북아국제통상물류학부,SO,3,322A,강사대기실
14,경영&동북아국제통상물류학부,SO,3,323,학부사무실-2
14,경영&동북아국제통상물류학부,SO,3,324,강사대기실
14,경영&동북아국제통상물류학부,SO,3,325,동북아발전연구원
14,경영&동북아국제통상물류학부,SO,3,326,교학실
14,경영&동북아국제통상물류학부,SO,3,327,교수연구실
14,경영&동북아국제통상물류학부,SO,3,327A,교수연구실
14,경영&동북아국제통상물류학부,SO,3,329,교수연구실
14,경영&동북아국제통상물류학부,SO,3,330,교수연구실
14,경영&동북아국제통상물류학부,SO,3,331,교수연구실
14,경영&동북아국제통상물류학부,SO,3,332,교수연구실
14,경영&동북아국제통상물류학부,SO,3,333,교수연구실
14,경영&동북아국제통상물류학부,SO,3,334,교수연구실
14,경영&동북아국제통상물류학부,SO,4,401,교수연구실
14,경영&동북아국제통상물류학부,SO,4,402,교수연구실
14,경영&동북아국제통상물류학부,SO,4,403,교수연구실
14,경영&동북아국제통상물류학부,SO,4,404,교학과 회의실
14,경영&동북아국제통상물류학부,SO,4,405,교수연구실
14,경영&동북아국제통상물류학부,SO,4,406,교수연구실
14,경영&동북아국제통상물류학부,SO,4,407,학장실
14,경영&동북아국제통상물류학부,SO,4,408,교학실
14,경영&동북아국제통상물류학부,SO,4,409,동북아물류대학원교학부
14,경영&동북아국제통상물류학부,SO,4,410,세미나실-9
14,경영&동북아국제통상물류학부,SO,4,412,Research LabⅡ
14,경영&동북아국제통상물류학부,SO,4,413,교수연구실
14,경영&동북아국제통상물류학부,SO,4,414,회의실
14,경영&동북아국제통상물류학부,SO,4,415,세미나실
14,경영&동북아국제통상물류학부,SO,4,416,교수연구실
14,경영&동북아국제통상물류학부,SO,4,417,교수연구실
14,경영&동북아국제통상물류학부,SO,4,418,교수연구실
14,경영&동북아국제통상물류학부,SO,4,419,교수연구실
14,경영&동북아국제통상물류학부,SO,4,420,연구용실험실
14,경영&동북아국제통상물류학부,SO,4,421,교수연구실
14,경영&동북아국제통상물류학부,SO,4,422,교수연구실
14,경영&동북아국제통상물류학부,SO,4,423,교수연구실
14,경영&동북아국제통상물류학부,SO,4,424,교수연구실
14,경영&동북아국제통상물류학부,SO,5,501,교수연구실
14,경영&동북아국제통상물류학부,SO,5,502,교수연구실
14,경영&동북아국제통상물류학부,SO,5,503,교수연구실
14,경영&동북아국제통상물류학부,SO,5,504,교수연구실
14,경영&동북아국제통상물류학부,SO,5,505,교수연구실
14,경영&동북아국제통상물류학부,SO,5,506,교수연구실
14,경영&동북아국제통상물류학부,SO,5,507,정상철강의실
14,경영&동북아국제통상물류학부,SO,5,508,강의실(물류대학원)
14,경영&동북아국제통상물류학부,SO,5,509,세미나실
14,경영&동북아국제통상물류학부,SO,5,511,후기산업사회연구소
14,경영&동북아국제통상물류학부,SO,5,512,교수회의실
14,경영&동북아국제통상물류학부,SO,5,513,교수연구실
14,경영&동북아국제통상물류학부,SO,5,514,교수연구실
14,경영&동북아국제통상물류학부,SO,5,515,교수연구실
14,경영&동북아국제통상물류학부,SO,5,516,교수연구실
14,경영&동북아국제통상물류학부,SO,5,517,교수연구실
14,경영&동북아국제통상물류학부,SO,5,518,교수연구실
14,경영&동북아국제통상물류학부,SO,5,519,교수연구실
14,경영&동북아국제통상물류학부,SO,5,520,교수연구실
14,경영&동북아국제통상물류학부,SO,5,521,교수연구실
14,경영&동북아국제통상물류학부,SO,5,522,교수연구실
15,인문대학,SP,1,101,강의실(중)-2
15,인문대학,SP,1,102,세미나실-1
15,인문대학,SP,1,103,세미나실-2
15,인문대학,SP,1,104,세미나실-3
15,인문대학,SP,1,105,여학생휴게실
15,인문대학,SP,1,106,학과학생회실-6
15,인문대학,SP,1,107,학과학생회실-5
15,인문대학,SP,1,108,학과학생회실-4
15,인문대학,SP,1,109,학과학생회실-3
15,인문대학,SP,1,110,학과학생회실-2
15,인문대학,SP,1,111,학과학생회실-1
15,인문대학,SP,1,112,단과대학생회실
15,인문대학,SP,1,113,강의실(교육대학원)
15,인문대학,SP,1,114,경비실
15,인문대학,SP,1,115,어학원강의실-2
15,인문대학,SP,1,116,강의실(대)-2
15,인문대학,SP,1,117,매점 및 휴게실
15,인문대학,SP,1,118,"컴퓨터실(컴퓨터실,독서실)"
15,인문대학,SP,1,119,강의실(중)-1
15,인문대학,SP,1,120,어학원강의실-1
15,인문대학,SP,2,201,강의실(대)-계단식
15,인문대학,SP,2,202,준비실-1
15,인문대학,SP,2,203,준비실-2
15,인문대학,SP,2,204A,초빙교수실
15,인문대학,SP,2,205,교수연구실
15,인문대학,SP,2,206,어학전산실습실
15,인문대학,SP,2,207A,사무실 및 기자재실
15,인문대학,SP,2,207B,초빙교수실
15,인문대학,SP,2,207C,초빙교수실
15,인문대학,SP,2,207D,교수연구실
15,인문대학,SP,2,208,영어카페
15,인문대학,SP,2,209,교수연구실
15,인문대학,SP,2,210,강의실
15,인문대학,SP,2,211,토론식강의실1
15,인문대학,SP,2,212,토론식강의실2
15,인문대학,SP,2,213,회화실-3
15,인문대학,SP,2,214,회화실-4
15,인문대학,SP,2,215,회화실-1
15,인문대학,SP,2,216,회화실-8
15,인문대학,SP,2,217,회화실-2
15,인문대학,SP,2,218,회화실-5
15,인문대학,SP,2,219,회화실-6
15,인문대학,SP,2,220,회화실-7
15,인문대학,SP,3,301,대학원강의실
15,인문대학,SP,3,302,회의실
15,인문대학,SP,3,303,대학원장실
15,인문대학,SP,3,304,교학행정실
15,인문대학,SP,3,305,대학원생실
15,인문대학,SP,3,306,세미나실-4
15,인문대학,SP,3,307,교수연구실
15,인문대학,SP,3,308,초빙교수실
15,인문대학,SP,3,309,교수연구실
15,인문대학,SP,3,310,교수연구실
15,인문대학,SP,3,311,초빙교수실
15,인문대학,SP,3,312,교수연구실
15,인문대학,SP,3,313,교수연구실
15,인문대학,SP,3,314,교수연구실
15,인문대학,SP,3,315,교수연구실
15,인문대학,SP,3,316,일본문화연구소
15,인문대학,SP,3,317,교육통계실습실
15,인문대학,SP,3,318,교육대학원 원우회실
15,인문대학,SP,3,319,강사대기실
15,인문대학,SP,3,321,교육대학원 교학실
15,인문대학,SP,3,322,강의실(대)-4
15,인문대학,SP,3,323,강의실(소)-5
15,인문대학,SP,3,324,교학실
15,인문대학,SP,3,325,문화대학원 원우회실
15,인문대학,SP,3,326,강의실
15,인문대학,SP,3,327,학장실
15,인문대학,SP,3,328,원장실
15,인문대학,SP,3,329,동시통역실
15,인문대학,SP,3,330,매체실습실
15,인문대학,SP,4,401,전용어학실습실-1
15,인문대학,SP,4,402,전용어학실습실-2
15,인문대학,SP,4,403,전용어학실습실-3
15,인문대학,SP,4,404,연구용실험실-3
15,인문대학,SP,4,405,대학원세미나실
15,인문대학,SP,4,406,교수연구실
15,인문대학,SP,4,407,과세미나실-3
15,인문대학,SP,4,408,과세미나실-2
15,인문대학,SP,4,409,과세미나실-1
15,인문대학,SP,4,410,학과사무실
15,인문대학,SP,4,411,학과사무실
15,인문대학,SP,4,412,학과사무실
15,인문대학,SP,4,413,교수연구실
15,인문대학,SP,4,414,교수연구실
15,인문대학,SP,4,415,교수연구실
15,인문대학,SP,4,416,교수연구실
15,인문대학,SP,4,417,교수연구실
15,인문대학,SP,4,418,교수연구실
15,인문대학,SP,4,419,교수연구실
15,인문대학,SP,4,420,교수연구실
15,인문대학,SP,4,421,교수연구실
15,인문대학,SP,4,422,교수연구실
15,인문대학,SP,4,423,교수연구실
15,인문대학,SP,4,424,교수연구실
15,인문대학,SP,4,425,교수연구실
15,인문대학,SP,4,426,교수연구실
15,인문대학,SP,4,427,교수연구실
15,인문대학,SP,4,428,교수연구실
15,인문대학,SP,4,429,교수연구실
15,인문대학,SP,4,430,교수연구실
15,인문대학,SP,4,431,교수연구실
15,인문대학,SP,4,432,교수연구실
15,인문대학,SP,4,433,연구용실험실-1
15,인문대학,SP,4,434,연구용실험실-2
15,인문대학,SP,5,501,전용어학실습실-1
15,인문대학,SP,5,502,전용어학실습실-2
15,인문대학,SP,5,503,전용어학실습실-3
15,인문대학,SP,5,504,연구용실험실-3
15,인문대학,SP,5,505,교수연구실
15,인문대학,SP,5,506,교수연구실
15,인문대학,SP,5,507,교수연구실
15,인문대학,SP,5,508,과세미나실-3
15,인문대학,SP,5,509,과세미나실-2
15,인문대학,SP,5,510,과세미나실-1
15,인문대학,SP,5,511,학과사무실
15,인문대학,SP,5,512,학과사무실
15,인문대학,SP,5,513,연구용실험실-1
15,인문대학,SP,5,514,교수연구실
15,인문대학,SP,5,515,교수연구실
15,인문대학,SP,5,516,교수연구실
15,인문대학,SP,5,517,교수연구실
15,인문대학,SP,5,518,교수연구실
15,인문대학,SP,5,519,교수연구실
15,인문대학,SP,5,520,교수연구실
15,인문대학,SP,5,521,교수연구실
15,인문대학,SP,5,522,교수연구실
15,인문대학,SP,5,523,초빙교수실
15,인문대학,SP,5,524,교수연구실
15,인문대학,SP,5,525,초빙교수실
15,인문대학,SP,5,526,교수연구실
15,인문대학,SP,5,527,교수연구실
15,인문대학,SP,5,528,교수연구실
15,인문대학,SP,5,529,교수연구실
15,인문대학,SP,5,530,교수연구실
15,인문대학,SP,5,531,교수연구실
15,인문대학,SP,5,532,인문학연구소
15,인문대학,SP,5,533,학과사무실
15,인문대학,SP,5,534,연구용실험실-2
16,예술체육대학,SQ,1,101,학부사무실
16,예술체육대학,SQ,1,102,공구실-1
16,예술체육대학,SQ,1,103A,세미나실-2
16,예술체육대학,SQ,1,103B,세미나실-3
16,예술체육대학,SQ,1,104,학부사무실
16,예술체육대학,SQ,1,105,공구실-2
16,예술체육대학,SQ,1,106,서양화실1
16,예술체육대학,SQ,1,107,서양화실2
16,예술체육대학,SQ,1,108,서양화실3
16,예술체육대학,SQ,1,109,디자인실1
16,예술체육대학,SQ,1,110,실습실-2
16,예술체육대학,SQ,1,111,공동실습실
16,예술체육대학,SQ,1,112,운동신경역학재활연구실
16,예술체육대학,SQ,1,113,체육진흥부
16,예술체육대학,SQ,1,114,체육진흥원장실
16,예술체육대학,SQ,1,115,조소공작실
16,예술체육대학,SQ,2,201,한국화실1
16,예술체육대학,SQ,2,202,한국화실2
16,예술체육대학,SQ,2,203,학부사무실
16,예술체육대학,SQ,2,204,부속실
16,예술체육대학,SQ,2,205,한국화실3
16,예술체육대학,SQ,2,206,한국화실4
16,예술체육대학,SQ,2,207,한국화실5
16,예술체육대학,SQ,2,208,서양화실4
16,예술체육대학,SQ,2,209,서양화실5
16,예술체육대학,SQ,2,210,디자인 대학원 석사 실습실
16,예술체육대학,SQ,2,211A,스튜디오/암실
16,예술체육대학,SQ,2,211B,실습실5(스튜디오/암실)
16,예술체육대학,SQ,2,212,컴퓨터실 C
16,예술체육대학,SQ,2,213,컴퓨터실 D
16,예술체육대학,SQ,2,214,디자인실2
16,예술체육대학,SQ,2,215,컴퓨터실-A
16,예술체육대학,SQ,2,217A,컴퓨터실-B
16,예술체육대학,SQ,2,217B,컴퓨터실-B
16,예술체육대학,SQ,2,218,영상편집미디어실
16,예술체육대학,SQ,3,301,강의실(소)-1
16,예술체육대학,SQ,3,301A,실습실
16,예술체육대학,SQ,3,302,강의실(대)-2
16,예술체육대학,SQ,3,303,학생회실
16,예술체육대학,SQ,3,304,학부학생회실
16,예술체육대학,SQ,3,305,학부학생회실
16,예술체육대학,SQ,3,306,샤워실(남)
16,예술체육대학,SQ,3,306A,단대학생회실
16,예술체육대학,SQ,3,306B,학생회실
16,예술체육대학,SQ,3,307,교학실
16,예술체육대학,SQ,3,308,학장실
16,예술체육대학,SQ,3,309,교수회의실
16,예술체육대학,SQ,3,310,판화실
16,예술체육대학,SQ,3,311,강의실(소)
16,예술체육대학,SQ,3,312,강의실(소)
16,예술체육대학,SQ,3,313A,강의실(소)
16,예술체육대학,SQ,3,313B,강의실(소)
16,예술체육대학,SQ,3,314,학과사무실
16,예술체육대학,SQ,3,315,세미나실
16,예술체육대학,SQ,3,316,세미나실-1
16,예술체육대학,SQ,3,317,세미나실-2
16,예술체육대학,SQ,3,318,학과사무실
16,예술체육대학,SQ,3,319,강의실
16,예술체육대학,SQ,3,320,강의실
16,예술체육대학,SQ,4,401,스포츠 과학연구소
16,예술체육대학,SQ,4,402,선수트레이닝센터
16,예술체육대학,SQ,4,403,스포츠 생리학실
16,예술체육대학,SQ,4,404,스포츠심리학연구실
16,예술체육대학,SQ,4,405,스포츠교육학연구실
16,예술체육대학,SQ,4,406,한국화실6
16,예술체육대학,SQ,4,407,한국화실7(배접실)
16,예술체육대학,SQ,4,408,스포츠마케팅실
16,예술체육대학,SQ,4,409,운동생화학실험실
16,예술체육대학,SQ,4,410,교수연구실
16,예술체육대학,SQ,4,411,교수연구실
16,예술체육대학,SQ,4,412,교수연구실
16,예술체육대학,SQ,4,413,교수연구실
16,예술체육대학,SQ,4,414,교수연구실
16,예술체육대학,SQ,4,415,교수연구실
16,예술체육대학,SQ,4,416,교수연구실
16,예술체육대학,SQ,4,417,교수연구실
16,예술체육대학,SQ,4,418,교수연구실
16,예술체육대학,SQ,4,419,교수연구실
16,예술체육대학,SQ,4,420,교수연구실
16,예술체육대학,SQ,4,421,교수연구실
16,예술체육대학,SQ,4,422,교수연구실
16,예술체육대학,SQ,4,423,교수연구실
16,예술체육대학,SQ,4,424,교수연구실
16,예술체육대학,SQ,4,425,교수연구실
16,예술체육대학,SQ,4,426,교수연구실
16,예술체육대학,SQ,4,427,교수연구실
16,예술체육대학,SQ,4,428,교수연구실
16,예술체육대학,SQ,4,429,교수연구실
16,예술체육대학,SQ,4,430,운동처방실
16,예술체육대학,SQ,4,431,휴먼퍼포먼스연구실
19,융합자유전공대학,ST,1,101,INU 창의공간
19,융합자유전공대학,ST,1,102,융합자유전공대학장실
19,융합자유전공대학,ST,1,104,"자유전공학부, 국제자유전공학부 사무실"
19,융합자유전공대학,ST,1,105,융합자유전공대학 통합행정실
19,융합자유전공대학,ST,1,106,융합자유전공대학 학생회실
19,융합자유전공대학,ST,1,107,산학협력단
19,융합자유전공대학,ST,1,108,산학협력단
19,융합자유전공대학,ST,1,110,기업미팅실
19,융합자유전공대학,ST,2,201,실습실
19,융합자유전공대학,ST,2,201A,탈의실(남)
19,융합자유전공대학,ST,2,201B,탈의실(여)
19,융합자유전공대학,ST,2,201C,샤워실(여)
19,융합자유전공대학,ST,2,201D,샤워실(남)
19,융합자유전공대학,ST,2,202,강의실
19,융합자유전공대학,ST,2,203,산학협력중점교수연구실
19,융합자유전공대학,ST,2,204,연구처장실
19,융합자유전공대학,ST,2,205,문서고
19,융합자유전공대학,ST,2,206,총장선출행정지원단
19,융합자유전공대학,ST,2,208,출판부 사무실
19,융합자유전공대학,ST,2,209,출판부 문서고
20,스포츠센터,SU,B1,B104,공구실
20,스포츠센터,SU,1,101,안내실-1
20,스포츠센터,SU,1,103,안내실-2
20,스포츠센터,SU,1,105,헬스장(GX룸)
20,스포츠센터,SU,1,106,에어로빅실
20,스포츠센터,SU,1,107,탈의실(여)
20,스포츠센터,SU,1,108,샤워실(여)
20,스포츠센터,SU,1,110,수영장
20,스포츠센터,SU,1,111,의무실
20,스포츠센터,SU,1,112,강사대기실
20,스포츠센터,SU,1,113,창고-1
20,스포츠센터,SU,1,114,샤워실(남)
20,스포츠센터,SU,1,115,사우나(남)-1
20,스포츠센터,SU,1,117,운영사무실
20,스포츠센터,SU,1,118,휴게실
20,스포츠센터,SU,1,119,용품판매점
20,스포츠센터,SU,1,120,골프타석
20,스포츠센터,SU,1,121,실내퍼팅장
20,스포츠센터,SU,1,122,프로실
20,스포츠센터,SU,1,123,창고-2
20,스포츠센터,SU,1,124,컨베이어실
20,스포츠센터,SU,2,201,스쿼시장1
20,스포츠센터,SU,2,202,스쿼시장2
20,스포츠센터,SU,2,203,스쿼시장3
20,스포츠센터,SU,2,204,스쿼시장4
20,스포츠센터,SU,2,205,무도장
20,스포츠센터,SU,2,206,부속실
20,스포츠센터,SU,2,207,부속실
20,스포츠센터,SU,2,208,헬스장
20,스포츠센터,SU,2,210,다목적실
20,스포츠센터,SU,2,211,골프타석
20,스포츠센터,SU,2,212,실내골프장
20,스포츠센터,SU,2,213,골프기술분석실
20,스포츠센터,SU,2,214,컨베이어실
20,스포츠센터,SU,2,215,매점
21,체육관,SV,1,105,운동창고실1
21,체육관,SV,1,106,운동창고실2
21,체육관,SV,1,107,운동창고실3
21,체육관,SV,1,108,실기수업자료실1
21,체육관,SV,1,109,실기수업자료실2
21,체육관,SV,1,110,운동창고실6
21,체육관,SV,1,113,동아리(운동)장비창고1
21,체육관,SV,1,114,동아리(운동)장비창고2
21,체육관,SV,1,115,동아리(운동)장비창고3
21,체육관,SV,1,116,동아리(운동)장비창고4
21,체육관,SV,1,117,동아리(운동)장비창고5
21,체육관,SV,1,119,동아리(운동)장비창고6
21,체육관,SV,1,120,동아리(운동)장비창고7
21,체육관,SV,1,121,동아리(운동)장비창고8
21,체육관,SV,1,122,동아리(운동)장비창고9
21,체육관,SV,1,123,동아리(운동)장비창고10
21,체육관,SV,2,207,실습실
22,학군단,SW,1,101,행정실
22,학군단,SW,1,102,FAX실
22,학군단,SW,1,103,단장실
22,학군단,SW,1,104,내실
22,학군단,SW,1,105,훈육관실-1
22,학군단,SW,1,106,훈육관실-2
22,학군단,SW,1,107,체력단련실
22,학군단,SW,1,108,탈의실
22,학군단,SW,1,109,샤워실
22,학군단,SW,1,114,조리실
22,학군단,SW,1,115,생활관
22,학군단,SW,1,116,회의실
22,학군단,SW,2,201,여성생도실
22,학군단,SW,2,202,여성생도실
22,학군단,SW,2,203,4학년 근무자실
22,학군단,SW,2,205,일반생도실
22,학군단,SW,2,206,4학년강의실/전산실
22,학군단,SW,2,207,일반생도실
22,학군단,SW,2,208,3학년강의실/전산실
22,학군단,SW,2,209,예비실
22,학군단,SW,2,210,공급실/교재보실
23,강당&공연장,SX,B1,B114,실습실
23,강당&공연장,SX,B1,B120,공연예술연구실
23,강당&공연장,SX,B1,B121,연습실-1
23,강당&공연장,SX,B1,B124,연습실-2
23,강당&공연장,SX,B1,B126,세트제작실
23,강당&공연장,SX,B1,B131,창고-2
23,강당&공연장,SX,1,103,리허설실(전시공간)
27,제2공동실습관,SY1,B1,B101A,구조재료가공연구실
27,제2공동실습관,SY1,B1,B101B,구조재료가공실험실
27,제2공동실습관,SY1,B1,B102,기계시스템공학실험실
27,제2공동실습관,SY1,B1,B103,기계공작가공실
27,제2공동실습관,SY1,B1,B104,기계공학과 실험실-3
27,제2공동실습관,SY1,B1,B104B,연구용실험실
27,제2공동실습관,SY1,B1,B105,전기전자공학실험실
27,제2공동실습관,SY1,B1,B105A,전기전자공학실험실
27,제2공동실습관,SY1,B1,B106,신재생에너지연구실
27,제2공동실습관,SY1,B1,B107,생체기계연구실
27,제2공동실습관,SY1,B1,B108,멀티스케일유동제어연구실-2
27,제2공동실습관,SY1,1,101,건설재료실험실
27,제2공동실습관,SY1,1,102A,스터디룸1
27,제2공동실습관,SY1,1,102B,스터디룸2
27,제2공동실습관,SY1,1,102C,스터디룸3
27,제2공동실습관,SY1,1,102D,스터디룸4
27,제2공동실습관,SY1,1,103,건축공학종합설계실(시공)
27,제2공동실습관,SY1,1,104,건축공학종합설계실(설비)
27,제2공동실습관,SY1,1,105,PC실습실
27,제2공동실습관,SY1,1,106,조직공학실험실B
27,제2공동실습관,SY1,1,106A,조직공학실험실A
27,제2공동실습관,SY1,1,107,인체동역학연구실
27,제2공동실습관,SY1,1,107A,인체동역학연구실
27,제2공동실습관,SY1,2,201,창의설계실험실
27,제2공동실습관,SY1,2,202,첨단도시/도로교통시스템실험실
27,제2공동실습관,SY1,2,203,스터디룸
27,제2공동실습관,SY1,2,204,도시공학 전산실
27,제2공동실습관,SY1,2,206,스마트도시계획실험실
27,제2공동실습관,SY1,2,207,공간정보실험실 1
27,제2공동실습관,SY1,2,208,공간정보실험실 2
27,제2공동실습관,SY1,2,209,교수연구실
27,제2공동실습관,SY1,2,210,교수연구실
27,제2공동실습관,SY1,2,211,교수연구실
27,제2공동실습관,SY1,2,212,교수연구실
27,제2공동실습관,SY1,2,213,교수연구실
27,제2공동실습관,SY1,2,214,교수연구실
27,제2공동실습관,SY1,2,215,교수연구실
27,제2공동실습관,SY1,2,216,교수연구실
27,제2공동실습관,SY1,2,217,교수연구실
27,제2공동실습관,SY1,2,218,교수연구실
27,제2공동실습관,SY1,2,219,교수연구실
27,제2공동실습관,SY1,3,301,토양복원실험실
27,제2공동실습관,SY1,3,302,기기실험실
27,제2공동실습관,SY1,3,303,대기환경공학실험실
27,제2공동실습관,SY1,3,303A,대기환경공학실험실(학과공간)
27,제2공동실습관,SY1,3,304,출력실
27,제2공동실습관,SY1,3,305,정밀모형제작실
27,제2공동실습관,SY1,3,306,건축CAD실
27,제2공동실습관,SY1,3,307,설계실A
27,제2공동실습관,SY1,3,308,설계실B
27,제2공동실습관,SY1,3,309,설계실C
27,제2공동실습관,SY1,3,310,설계실D
27,제2공동실습관,SY1,3,311,설계실E
27,제2공동실습관,SY1,3,312,강의실
27,제2공동실습관,SY1,3,313,건축공학종합설계실(구조)
27,제2공동실습관,SY1,3,314,설계실
27,제2공동실습관,SY1,3,315,설계실
27,제2공동실습관,SY1,3,316,건축공학전산실습실
27,제2공동실습관,SY1,3,317,환경바이오응용기술실험실
27,제2공동실습관,SY1,4,401,세미나실
27,제2공동실습관,SY1,4,402,세미나실
27,제2공동실습관,SY1,4,403,식당
27,제2공동실습관,SY1,4,403A,주방
27,제2공동실습관,SY1,4,404,세미나실
27,제2공동실습관,SY1,4,405,세미나실
27,제2공동실습관,SY1,4,406,환경공학기초실습실
27,제2공동실습관,SY1,4,407,수문기후 및 환경과학연구실
28,도시과학대학,SY2,1,101,학생회실
28,도시과학대학,SY2,1,102,강의실
28,도시과학대학,SY2,1,103,통합행정실1
28,도시과학대학,SY2,1,104,학생회실
28,도시과학대학,SY2,1,105,학생회실
28,도시과학대학,SY2,1,106,여학생휴게실
28,도시과학대학,SY2,1,107,세미나실
28,도시과학대학,SY2,1,108,학생회실
28,도시과학대학,SY2,1,109,학생회실
28,도시과학대학,SY2,1,110,남학생안정실
28,도시과학대학,SY2,1,112,학생회실
28,도시과학대학,SY2,2,201,교수연구실
28,도시과학대학,SY2,2,202A,A학과사무실
28,도시과학대학,SY2,2,202B,B학생회실
28,도시과학대학,SY2,2,203,디자인실3
28,도시과학대학,SY2,2,204,디자인실4
28,도시과학대학,SY2,2,205,디자인 대학원 박사 실습실
28,도시과학대학,SY2,2,206,컴퓨터실E
28,도시과학대학,SY2,2,207,교수연구실
28,도시과학대학,SY2,2,208,교수연구실
28,도시과학대학,SY2,2,209,교수연구실
28,도시과학대학,SY2,2,210,교수연구실
28,도시과학대학,SY2,2,211,교수연구실
28,도시과학대학,SY2,2,212,교수연구실
28,도시과학대학,SY2,2,213,교수연구실
28,도시과학대학,SY2,2,214,교수연구실
28,도시과학대학,SY2,2,215,교수연구실
28,도시과학대학,SY2,2,216,교수연구실
28,도시과학대학,SY2,2,217,교수연구실
28,도시과학대학,SY2,2,218,교수연구실
28,도시과학대학,SY2,2,219,교수연구실
28,도시과학대학,SY2,2,220,교수연구실
28,도시과학대학,SY2,2,221,교수연구실
28,도시과학대학,SY2,2,222,교수연구실
28,도시과학대학,SY2,2,223,교수연구실
28,도시과학대학,SY2,2,224,교수연구실
28,도시과학대학,SY2,2,225,교수연구실
28,도시과학대학,SY2,3,301,대학원 세미나실
28,도시과학대학,SY2,3,302,세미나실
28,도시과학대학,SY2,3,303,강의실
28,도시과학대학,SY2,3,304,강의실
28,도시과학대학,SY2,3,305,연구용실험실
28,도시과학대학,SY2,3,306,회의실
28,도시과학대학,SY2,3,307,강의실
28,도시과학대학,SY2,3,308,과사무실
28,도시과학대학,SY2,3,309,교수연구실
28,도시과학대학,SY2,3,310,교수연구실
28,도시과학대학,SY2,3,311,교수연구실
28,도시과학대학,SY2,3,312,교수연구실
28,도시과학대학,SY2,3,313,교수연구실
28,도시과학대학,SY2,3,314,교수연구실
28,도시과학대학,SY2,3,315,교수연구실
28,도시과학대학,SY2,3,316,교수연구실
28,도시과학대학,SY2,3,317,교수연구실
28,도시과학대학,SY2,3,318,교수연구실
28,도시과학대학,SY2,3,319,교수연구실
28,도시과학대학,SY2,3,320,교수연구실
28,도시과학대학,SY2,3,321A,스터디룸
28,도시과학대학,SY2,3,321,BGSIS 연구실
28,도시과학대학,SY2,3,322,첨단도시도로교통시스템 연구실
28,도시과학대학,SY2,3,324,도시공학과사무실
28,도시과학대학,SY2,4,401,교수연구실
28,도시과학대학,SY2,4,402,입체조형제품실습실
28,도시과학대학,SY2,4,403,컴퓨터실F
28,도시과학대학,SY2,4,404A,강의실
28,도시과학대학,SY2,4,404B,강의실
28,도시과학대학,SY2,4,405,강의실
28,도시과학대학,SY2,4,406,강의실
28,도시과학대학,SY2,4,407,교학실
28,도시과학대학,SY2,4,408,학장실
28,도시과학대학,SY2,4,408A,강사대기실/세미나실
28,도시과학대학,SY2,4,409,과사무실
28,도시과학대학,SY2,4,410,교수연구실
28,도시과학대학,SY2,4,411,교수연구실
28,도시과학대학,SY2,4,412,교수연구실
28,도시과학대학,SY2,4,413,교수연구실
28,도시과학대학,SY2,4,414,교수연구실
28,도시과학대학,SY2,4,415,세미나실
28,도시과학대학,SY2,4,416,대학원연구실
28,도시과학대학,SY2,4,417,창의설계연구실
28,도시과학대학,SY2,4,418,강의실(교수협업강의실)
28,도시과학대학,SY2,4,419,스마트도시연구실
28,도시과학대학,SY2,5,501,강의실
28,도시과학대학,SY2,5,503,설계실
28,도시과학대학,SY2,5,503A,설계실
28,도시과학대학,SY2,5,504,설계실
28,도시과학대학,SY2,5,505,설계실
28,도시과학대학,SY2,5,506,설계실
28,도시과학대학,SY2,5,507,설계실
28,도시과학대학,SY2,5,508,강의실
28,도시과학대학,SY2,5,509,학과사무실
28,도시과학대학,SY2,5,511,세미나실
28,도시과학대학,SY2,5,512,세미나실
28,도시과학대학,SY2,5,513,교수연구실
28,도시과학대학,SY2,5,514,교수연구실
28,도시과학대학,SY2,5,515,교수연구실
28,도시과학대학,SY2,5,516,교수연구실
28,도시과학대학,SY2,5,517,교수연구실
28,도시과학대학,SY2,5,518,교수연구실
28,도시과학대학,SY2,5,519,교수연구실
28,도시과학대학,SY2,5,520,교수연구실
28,도시과학대학,SY2,5,521,교수연구실
28,도시과학대학,SY2,5,522A,도시계획정보연구실
28,도시과학대학,SY2,5,522B,도시계획정보연구실
28,도시과학대학,SY2,5,523A,도시건축연구실
28,도시과학대학,SY2,5,523B,도시건축연구실
28,도시과학대학,SY2,5,523C,도시건축연구실
28,도시과학대학,SY2,5,523D,도시건축연구실
28,도시과학대학,SY2,5,523E,도시건축연구실
28,도시과학대학,SY2,5,523F,도시건축연구실
28,도시과학대학,SY2,5,523H,도시건축연구실
28,도시과학대학,SY2,6,601,설계실
28,도시과학대학,SY2,6,602,포토폴리오실
28,도시과학대학,SY2,6,603,강의실
28,도시과학대학,SY2,6,604,설계실
28,도시과학대학,SY2,6,605,설계실
